,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
14480,6.0,1,52,1.0,2208,0,20132.833333333332,0
14481,7.5,1,51,1.0,546,0,14830.0,0
14482,9.0,1,35,1.0,600,0,7471.0,0
14484,6.0,1,38,1.0,2298,0,16103.5,0
14485,5.0,1,31,2.0,600,0,33588.0,0
14486,2.0,1,74,1.0,264,0,8484.333333333334,0
14487,7.5,1,49,1.0,2076,0,22916.666666666668,0
14488,5.0,1,56,1.0,1392,0,21448.333333333332,0
14489,10.0,1,46,1.0,0,0,19217.833333333332,0
14490,5.5,1,40,2.0,0,0,16562.0,0
14493,5.5,1,29,3.0,4800,0,43737.666666666664,1
14494,3.0,2,52,4.0,27600,3612,32025.666666666668,1
14496,4.0,1,45,1.0,4200,0,40469.666666666664,1
14497,3.5,1,56,3.0,5160,4800,33051.666666666664,1
14499,3.0,2,56,4.0,7500,4500,45858.666666666664,1
14501,4.0,2,36,3.0,8400,600,29170.0,1
14502,4.0,2,52,2.0,3426,0,20380.666666666668,1
14504,5.0,1,51,4.0,10716,3744,55998.0,1
14505,3.0,2,49,2.0,16200,0,26457.666666666668,1
14506,6.0,1,56,1.0,3450,0,15569.5,1
14507,3.0,2,45,2.0,1458,0,14992.0,1
14508,4.0,1,67,1.0,0,0,21207.5,0
14509,9.0,1,38,1.0,1350,0,21829.666666666668,0
14510,9.0,1,31,1.0,0,0,26250.0,0
14511,5.0,1,43,1.0,0,0,14587.166666666666,0
14512,9.5,1,38,1.0,9048,0,22009.333333333332,0
14513,5.0,1,46,1.0,2076,0,15120.0,0
14514,6.0,1,39,1.0,3360,0,17034.0,0
14515,6.0,1,44,3.0,1752,0,18069.333333333332,0
14516,4.0,1,49,1.0,1956,0,14531.833333333334,0
14517,8.0,1,37,2.0,6240,0,23206.166666666668,0
14518,2.0,1,37,1.0,1122,0,7942.0,0
14519,7.0,1,49,1.0,888,0,22607.666666666668,0
14520,6.0,2,42,2.0,0,0,10800.833333333334,0
14521,8.0,1,29,3.0,8820,0,51630.666666666664,0
14522,3.0,1,59,2.0,0,0,11458.833333333334,0
14523,9.0,1,33,3.0,3930,0,15456.0,0
14524,1.5,2,80,1.0,0,0,5504.0,0
14525,6.0,1,30,1.0,636,0,10577.833333333334,0
14526,4.0,1,61,1.0,600,0,14445.833333333334,0
14527,5.5,1,40,1.0,4278,0,40071.0,0
14528,6.5,1,51,4.0,0,0,31052.666666666668,0
14529,9.0,1,52,3.0,4200,0,31257.0,0
14530,7.5,1,54,2.0,1902,0,22066.0,0
14531,3.0,1,41,2.0,7200,0,16072.333333333334,0
14532,2.0,1,68,3.0,3060,0,14340.0,0
14533,10.0,1,42,1.0,1842,0,17786.333333333332,0
14534,4.5,2,58,1.0,12000,300,25356.833333333332,0
14535,4.0,1,57,2.0,6150,0,10597.0,0
14536,7.0,2,59,1.0,900,0,10537.0,0
14537,6.0,1,32,2.0,2190,0,9127.0,0
14538,6.5,1,79,1.0,12600,0,19406.5,0
14539,5.0,1,27,2.0,918,0,6263.5,0
14540,1.0,1,41,1.0,0,0,6168.333333333333,0
14542,5.0,1,58,1.0,8118,0,24540.0,0
14543,8.0,1,45,1.0,888,0,10645.333333333334,0
14544,2.0,1,72,1.0,390,0,6675.5,0
14545,5.0,2,32,4.0,1560,0,14935.833333333334,0
14546,4.0,1,45,1.0,720,0,12653.0,0
14547,4.5,1,51,1.0,810,0,13192.666666666666,0
14548,6.0,2,39,1.0,1260,0,15081.666666666666,0
14549,2.0,2,52,1.0,462,0,10350.5,0
14550,2.0,2,42,1.0,510,0,10205.833333333334,0
14551,5.0,1,45,1.0,780,0,13027.166666666666,0
14552,6.0,1,36,1.0,1170,0,15177.5,0
14553,5.0,1,39,3.0,750,0,10342.5,0
14554,5.0,2,43,1.0,840,0,13250.833333333334,0
14555,2.0,1,67,1.0,342,0,7491.833333333333,0
14556,2.0,1,63,1.0,390,0,6522.833333333333,0
14557,2.0,1,68,1.0,420,0,6692.333333333333,0
14558,3.0,1,67,1.0,570,0,7461.666666666667,0
14559,3.5,1,45,1.0,696,0,13519.0,0
14560,6.0,1,41,4.0,0,0,36176.666666666664,0
14561,4.0,1,30,1.0,0,0,7705.0,0
14562,5.5,1,57,1.0,0,0,9711.333333333334,0
14563,2.0,1,74,1.0,0,0,5119.833333333333,0
14564,3.0,1,30,2.0,0,0,10500.0,0
14565,1.0,1,68,1.0,0,0,5548.333333333333,0
14566,1.0,2,52,1.0,0,0,5322.5,0
14567,6.0,1,42,1.0,0,0,10020.833333333334,0
14568,6.0,1,39,1.0,0,0,10506.5,0
14569,2.0,1,51,1.0,0,0,5391.0,0
14570,2.0,1,42,1.0,0,0,6586.666666666667,0
14571,1.0,2,50,1.0,0,0,4486.666666666667,0
14572,2.0,1,52,1.0,0,0,5280.833333333333,0
14573,8.0,1,40,1.0,0,0,12901.166666666666,0
14574,8.5,1,41,1.0,0,0,11377.666666666666,0
14575,5.0,1,29,3.0,2700,0,40905.0,0
14576,6.0,1,86,4.0,21000,0,51491.5,0
14579,5.5,1,42,3.0,7602,0,33543.5,0
14580,4.5,1,66,2.0,3012,0,6841.666666666667,0
14581,6.0,1,37,2.0,4212,0,21758.166666666668,0
14582,3.5,1,30,4.0,5928,0,54774.166666666664,0
14583,6.0,1,50,2.0,9600,0,49890.333333333336,0
14584,5.0,1,52,2.0,1836,0,26910.833333333332,0
14585,2.5,2,74,4.0,4212,0,24041.333333333332,0
14586,4.5,1,61,1.0,516,0,18811.666666666668,0
14587,8.5,1,53,2.0,8652,0,59162.333333333336,0
14589,5.0,2,61,1.0,4212,0,41624.0,0
14590,3.5,1,33,2.0,1500,0,13039.833333333334,0
14591,3.0,1,45,1.0,2100,0,13911.666666666666,0
14592,8.0,1,38,1.0,1596,0,24114.166666666668,0
14593,4.0,1,48,1.0,4140,0,19779.166666666668,0
14594,5.0,1,32,1.0,7320,0,19924.166666666668,0
14595,3.0,1,29,1.0,480,0,14090.0,0
14596,7.0,1,59,1.0,4260,0,37150.0,0
14597,4.5,2,57,1.0,4350,0,29630.833333333332,0
14598,6.0,1,69,2.0,6600,0,39172.166666666664,0
14599,3.0,1,37,1.0,1350,0,11310.833333333334,0
14600,9.0,1,49,1.0,0,0,20262.5,0
14601,6.5,1,50,1.0,0,0,10771.5,0
14602,4.0,1,30,1.0,3300,240,14113.333333333334,0
14603,4.0,1,39,2.0,1200,0,26348.333333333332,0
14604,4.0,1,30,4.0,1032,0,27315.833333333332,1
14605,5.0,1,42,3.0,2400,0,11633.166666666666,1
14612,4.5,2,85,1.0,12600,0,35433.333333333336,1
14613,17.5,1,45,3.0,5400,0,21437.0,0
14614,3.5,2,83,1.0,1800,0,10654.0,0
14615,6.0,1,82,1.0,0,0,11383.666666666666,0
14616,4.0,1,46,3.0,2280,0,13961.666666666666,0
14618,5.0,1,34,3.0,2400,0,21443.333333333332,0
14620,4.5,2,36,1.0,3000,0,40793.5,0
14621,10.0,1,53,2.0,28800,0,33473.333333333336,0
14622,4.0,2,72,1.0,900,0,10934.666666666666,0
14623,4.5,2,37,2.0,6810,0,22405.0,0
14624,4.0,2,29,4.0,6000,0,27787.833333333332,0
14625,7.0,1,38,2.0,3000,0,14579.0,0
14626,7.5,1,57,1.0,2700,0,26286.666666666668,0
14627,6.0,1,32,2.0,360,0,9753.5,0
14628,1.0,2,71,1.0,630,0,5440.666666666667,0
14629,5.0,2,47,1.0,2100,0,9747.833333333334,0
14630,2.0,2,57,1.0,0,0,5551.0,0
14631,1.0,1,47,3.0,8400,0,16512.666666666668,0
14633,2.0,1,48,2.0,6660,0,38773.666666666664,0
14634,3.0,1,28,2.0,2364,0,21513.5,0
14635,3.0,1,61,1.0,13200,0,31228.0,0
14636,6.0,1,49,3.0,3300,0,11160.166666666666,0
14637,4.0,2,55,1.0,6300,0,24921.5,0
14638,4.0,2,56,3.0,6600,0,20494.333333333332,0
14639,7.0,1,56,2.0,13800,0,49070.5,0
14640,2.5,2,73,2.0,6000,0,20077.0,0
14643,4.5,1,64,1.0,10200,0,57280.833333333336,0
14644,3.5,1,45,3.0,3600,0,29880.5,0
14645,6.0,1,38,2.0,1500,0,22717.0,0
14646,2.5,1,34,2.0,6000,0,15790.5,0
14647,4.5,1,48,3.0,4800,0,16287.5,0
14648,2.0,1,51,2.0,2400,0,6255.0,0
14649,3.0,2,66,1.0,3000,0,11745.166666666666,0
14650,3.0,1,73,3.0,9000,0,22720.833333333332,0
14651,1.0,2,71,1.0,2700,0,8423.333333333334,0
14652,3.0,1,55,2.0,2100,0,10652.5,0
14653,3.0,1,38,3.0,1800,0,10659.833333333334,0
14654,7.0,1,56,3.0,10200,0,34470.5,0
14655,3.0,1,53,1.0,1650,0,9469.0,0
14656,4.0,1,43,5.0,14400,0,40760.666666666664,0
14657,6.0,1,37,3.0,29400,0,48327.833333333336,0
14658,1.0,2,62,1.0,270,0,3587.1666666666665,0
14659,6.0,2,38,1.0,720,0,17786.166666666668,0
14660,2.0,1,34,2.0,1200,0,6543.666666666667,0
14661,8.0,1,49,2.0,6180,0,26777.166666666668,0
14662,4.0,1,50,5.0,5400,0,39907.666666666664,0
14663,2.5,2,42,3.0,972,0,8797.333333333334,0
14664,8.0,2,47,4.0,12000,0,39094.666666666664,0
14665,1.0,1,76,1.0,780,0,3438.6666666666665,0
14666,4.0,1,41,3.0,5880,0,15733.333333333334,0
14667,7.0,1,78,2.0,2520,0,18660.166666666668,0
14668,4.5,2,43,2.0,8400,0,33237.5,0
14669,5.0,1,51,3.0,4620,0,11202.5,0
14670,4.0,2,63,1.0,6480,0,19324.166666666668,0
14671,7.0,1,58,1.0,7800,0,49108.166666666664,0
14672,6.5,1,64,1.0,7200,0,20236.833333333332,0
14673,6.5,1,72,1.0,3900,0,28520.333333333332,0
14674,6.5,1,44,1.0,3120,0,21375.333333333332,0
14676,2.0,1,68,1.0,480,0,33753.333333333336,0
14677,5.0,2,43,1.0,420,0,39810.166666666664,0
14678,7.0,1,55,1.0,0,0,25953.0,0
14679,6.0,1,45,1.0,510,0,16526.833333333332,0
14680,2.5,1,56,1.0,600,0,13890.666666666666,0
14681,6.0,1,42,2.0,288,0,20489.5,0
14682,4.0,1,50,2.0,1950,0,12912.333333333334,0
14683,8.5,1,58,1.0,2100,0,18367.666666666668,0
14684,5.0,1,61,2.0,2880,0,21662.333333333332,0
14685,8.5,1,40,2.0,1200,0,25299.333333333332,0
14686,9.5,1,46,1.0,1140,0,20709.833333333332,0
14687,6.0,1,31,1.0,1200,0,15276.666666666666,0
14688,3.0,1,80,3.0,13284,0,22289.666666666668,1
14690,2.0,1,57,4.0,3000,0,12559.333333333334,1
14691,8.0,2,70,4.0,5100,0,37466.666666666664,1
14692,1.0,2,76,2.0,840,0,7057.5,1
14693,2.0,2,63,4.0,1920,0,6430.5,1
14694,10.0,1,62,1.0,9000,0,26216.333333333332,1
14695,6.0,1,46,4.0,10800,0,44743.833333333336,1
14696,8.0,1,53,3.0,4800,0,24243.5,1
14698,5.0,2,77,4.0,9600,0,37199.333333333336,1
14699,6.0,1,33,3.0,8520,0,38515.666666666664,1
14700,4.0,1,55,4.0,13200,0,42820.0,1
14701,5.0,1,41,2.0,1710,0,22781.333333333332,0
14702,6.5,1,45,2.0,3300,0,21348.333333333332,0
14703,1.0,2,67,1.0,240,0,5958.166666666667,0
14704,4.5,1,48,1.0,6000,2820,43617.333333333336,0
14705,5.0,1,35,2.0,1200,0,16054.166666666666,0
14706,6.0,1,49,3.0,1200,2010,22217.833333333332,0
14708,3.5,2,64,4.0,9000,0,54666.833333333336,0
14709,6.0,1,37,4.0,2880,0,39083.166666666664,0
14710,5.0,1,47,2.0,8100,0,22120.833333333332,0
14712,4.0,2,75,1.0,10500,3510,32376.166666666668,0
14714,10.0,1,55,1.0,7500,0,33167.5,0
14715,4.0,1,43,2.0,3966,0,22813.333333333332,0
14716,6.0,1,52,2.0,10230,0,33625.333333333336,0
14717,8.0,1,49,1.0,0,0,17739.166666666668,0
14718,5.5,1,34,2.0,1290,0,13981.0,0
14719,6.0,1,46,1.0,3900,0,15959.166666666666,0
14720,5.5,1,71,2.0,3300,0,18673.333333333332,0
14721,5.0,1,43,2.0,8634,0,27130.333333333332,0
14722,6.0,1,46,2.0,2100,0,11673.333333333334,0
14723,6.0,1,33,2.0,2490,0,20982.333333333332,0
14724,9.0,1,45,2.0,0,0,20158.166666666668,0
14725,3.0,2,71,1.0,0,0,10165.0,0
14726,4.0,1,38,2.0,8700,1620,21605.333333333332,1
14727,1.0,1,56,4.0,0,0,4813.5,1
14728,3.0,1,52,3.0,4920,0,17570.333333333332,1
14729,2.0,1,74,2.0,5100,2400,41541.666666666664,1
14730,3.0,1,53,1.0,1320,0,18290.0,1
14731,3.0,2,64,4.0,1860,0,27926.666666666668,1
14732,3.0,1,30,2.0,1860,0,19533.333333333332,1
14733,1.0,2,62,2.0,12600,4200,37166.666666666664,1
14735,7.0,1,43,1.0,4800,0,34369.166666666664,0
14737,2.0,2,51,1.0,0,0,5702.0,0
14738,5.0,1,44,1.0,720,0,21611.833333333332,0
14739,6.5,1,57,2.0,9240,0,50172.833333333336,0
14740,8.0,1,40,1.0,960,0,31451.166666666668,0
14741,6.0,2,81,1.0,900,0,21529.333333333332,0
14742,3.0,1,50,2.0,1350,0,13132.0,0
14743,2.0,1,70,1.0,1200,0,12799.166666666666,0
14744,5.0,1,40,2.0,1200,0,14542.0,0
14745,6.0,1,54,2.0,2400,0,29297.5,0
14746,10.5,1,68,3.0,9000,1200,55498.833333333336,0
14747,4.5,1,33,3.0,5340,0,27952.666666666668,0
14748,3.0,2,55,2.0,3150,0,26942.5,0
14749,7.5,1,53,2.0,3312,0,24211.333333333332,0
14750,9.0,1,60,2.0,3000,0,26064.166666666668,0
14751,9.0,1,59,1.0,1500,0,11799.0,0
14752,9.5,2,59,1.0,6600,0,42765.833333333336,0
14753,9.5,1,52,2.0,1140,0,13396.0,0
14754,5.5,1,30,3.0,1260,0,5748.5,0
14755,7.0,1,41,2.0,1140,0,13423.5,0
14756,6.0,1,42,1.0,1140,0,7435.166666666667,0
14757,5.5,1,59,1.0,0,0,11676.0,0
14758,5.0,1,32,2.0,1140,0,9535.833333333334,0
14759,6.0,1,51,2.0,1560,0,11897.333333333334,0
14760,2.0,2,54,2.0,3420,0,22774.666666666668,0
14761,5.0,1,56,3.0,4500,0,15425.0,0
14762,7.5,1,45,1.0,1260,0,11871.5,0
14763,2.0,1,62,1.0,540,0,3706.1666666666665,0
14764,2.5,1,53,2.0,4140,0,17104.0,0
14765,4.0,1,63,1.0,2280,0,7814.166666666667,0
14766,8.0,1,46,1.0,1320,0,9269.166666666666,0
14767,5.0,1,33,1.0,1200,0,7350.333333333333,0
14768,3.0,1,73,1.0,3360,0,10874.166666666666,0
14769,5.0,1,54,1.0,1200,0,17938.666666666668,0
14771,6.0,1,44,2.0,1560,0,9359.833333333334,0
14772,6.5,1,75,1.0,4050,0,18936.5,0
14773,2.0,1,53,2.0,1140,0,19547.0,0
14774,2.0,2,70,1.0,648,0,12715.5,0
14778,4.0,1,66,2.0,7200,0,29556.5,1
14780,4.5,2,67,2.0,11772,0,57965.833333333336,1
14781,1.0,1,51,4.0,1800,0,24178.333333333332,1
14782,6.0,1,44,2.0,1200,0,14023.166666666666,1
14783,3.0,2,58,1.0,4116,0,12023.166666666666,1
14784,9.0,1,50,1.0,1824,0,24668.833333333332,1
14786,5.0,1,42,2.0,2400,0,14666.666666666666,1
14789,3.0,1,62,2.0,3174,0,13187.5,0
14791,3.0,1,57,1.0,1782,0,19819.166666666668,0
14792,5.0,1,69,1.0,1926,0,12413.666666666666,0
14793,4.0,1,56,1.0,9384,0,48684.166666666664,0
14794,3.5,2,51,3.0,3240,0,16796.666666666668,0
14795,2.0,1,68,1.0,3378,0,18954.5,0
14796,5.0,1,64,1.0,4770,0,37048.0,0
14797,3.0,1,72,2.0,3210,0,14007.333333333334,0
14798,2.5,1,61,2.0,432,0,8692.833333333334,0
14799,6.0,1,40,3.0,600,0,8882.5,0
14800,3.0,1,51,1.0,744,0,6165.0,0
14801,3.5,2,60,2.0,1800,0,31778.666666666668,0
14802,2.0,1,31,2.0,1200,0,8704.166666666666,0
14803,5.0,1,40,1.0,0,0,10011.0,0
14804,3.0,2,42,3.0,4800,0,11599.0,0
14805,5.5,1,44,2.0,1350,0,21041.666666666668,0
14806,7.0,2,76,1.0,1500,0,14920.833333333334,0
14807,4.0,1,45,2.0,10800,0,29867.833333333332,0
14808,5.0,1,40,2.0,2100,0,14223.333333333334,0
14809,7.0,1,53,1.0,2400,0,22747.5,0
14810,4.0,1,41,3.0,4800,0,22642.0,0
14811,4.0,1,76,2.0,5400,0,16679.666666666668,0
14813,4.0,1,57,3.0,3000,0,21661.666666666668,0
14814,1.0,1,74,2.0,12000,0,10762.333333333334,0
14815,6.0,1,57,1.0,3300,0,22813.666666666668,0
14816,4.5,1,56,3.0,3600,0,13228.333333333334,0
14817,5.0,1,40,1.0,3858,0,16640.0,0
14818,5.0,1,36,2.0,1500,0,24272.833333333332,0
14820,6.0,1,33,2.0,4500,0,21840.333333333332,0
14821,9.0,2,59,3.0,3600,0,19142.666666666668,0
14822,5.0,1,43,4.0,6300,0,23174.833333333332,0
14824,4.0,2,39,1.0,10800,0,51565.0,0
14825,2.0,2,36,3.0,10200,0,53463.5,0
14826,3.0,2,77,1.0,2700,0,14623.666666666666,0
14827,1.0,1,74,2.0,0,0,5716.0,0
14828,3.0,1,44,2.0,1656,0,11342.666666666666,0
14829,5.0,2,44,2.0,1020,0,9658.333333333334,0
14831,6.5,1,38,2.0,1800,0,10164.5,1
14832,2.0,1,39,4.0,4800,0,36308.666666666664,1
14833,6.0,1,34,4.0,21600,0,59913.666666666664,1
14834,5.0,1,36,2.0,1020,0,21834.833333333332,1
14835,2.0,1,36,2.0,4536,0,16598.666666666668,1
14836,4.0,1,57,2.0,648,0,37491.833333333336,1
14837,7.0,1,41,2.0,5700,0,31926.833333333332,1
14838,5.0,1,37,3.0,7800,0,30788.333333333332,1
14839,4.0,1,41,2.0,5040,0,31300.0,1
14840,5.5,2,52,2.0,780,0,18969.333333333332,1
14842,6.0,2,72,1.0,1800,0,23417.333333333332,0
14843,3.0,1,42,4.0,8400,3600,43883.333333333336,0
14844,2.0,2,76,1.0,12000,0,17539.166666666668,0
14845,6.5,1,46,3.0,7200,0,31970.0,0
14846,5.0,1,36,2.0,8400,0,31779.166666666668,0
14847,5.0,1,75,1.0,1200,0,19080.0,0
14848,5.0,1,55,2.0,9294,3120,52370.0,0
14849,4.0,2,69,2.0,10764,0,36693.333333333336,0
14850,6.0,1,43,2.0,8400,0,47094.166666666664,0
14851,3.0,1,63,1.0,600,0,11330.833333333334,0
14852,4.0,1,40,2.0,2520,0,11028.5,0
14853,4.5,2,39,2.0,3330,0,59447.5,0
14854,5.0,1,61,2.0,3720,0,24825.166666666668,0
14855,12.5,1,56,1.0,2640,0,23318.666666666668,0
14856,6.0,1,42,3.0,5400,0,29716.166666666668,0
14857,2.0,1,74,5.0,19800,0,38013.833333333336,0
14859,5.0,1,33,3.0,1200,0,12041.0,0
14860,3.0,2,66,1.0,2700,0,7696.833333333333,0
14861,5.0,1,51,2.0,3000,0,32944.166666666664,0
14863,6.0,1,46,2.0,0,0,13126.666666666666,0
14864,7.0,1,43,2.0,636,0,15423.333333333334,0
14865,4.0,2,58,1.0,5100,0,15844.0,0
14866,1.5,1,62,4.0,1200,0,16520.833333333332,0
14869,4.0,1,29,2.0,468,0,23001.666666666668,0
14870,6.0,1,52,1.0,0,0,13248.166666666666,0
14871,14.0,1,46,1.0,1272,0,24004.333333333332,0
14872,2.0,1,36,2.0,426,0,8616.333333333334,0
14873,6.5,1,65,1.0,912,0,22039.0,0
14874,7.0,1,45,2.0,1488,0,29342.166666666668,0
14875,3.0,1,50,1.0,1320,0,13704.5,0
14876,4.0,1,49,1.0,456,0,13373.0,0
14877,7.0,1,59,3.0,3000,0,30586.333333333332,0
14878,2.0,1,72,1.0,3840,0,18998.833333333332,0
14879,3.0,1,66,2.0,3624,0,34045.833333333336,0
14880,5.0,1,73,1.0,3936,0,49691.5,0
14881,2.5,1,44,2.0,1542,0,16552.5,0
14882,5.0,1,53,3.0,2850,0,26971.0,0
14883,2.0,1,41,2.0,522,0,10906.833333333334,0
14884,4.0,1,62,1.0,480,0,11164.0,0
14885,6.0,1,46,2.0,660,0,9134.5,0
14886,3.0,1,65,1.0,300,0,7071.833333333333,0
14887,5.5,1,74,2.0,2520,0,37750.666666666664,0
14888,4.0,1,72,1.0,660,0,11427.5,0
14889,5.0,1,73,1.0,6000,0,35357.5,0
14890,3.0,2,27,3.0,2400,0,15136.666666666666,0
14891,5.0,1,33,1.0,0,0,6181.5,0
14892,4.5,2,30,2.0,0,0,8284.333333333334,0
14893,2.0,2,82,1.0,1230,0,6765.333333333333,0
14894,6.0,1,51,1.0,2058,0,20117.833333333332,0
14895,3.0,1,28,2.0,3630,0,34340.333333333336,0
14896,3.0,1,41,2.0,3900,0,11618.333333333334,0
14897,3.5,1,51,1.0,6000,0,17902.666666666668,0
14898,2.0,2,82,1.0,3354,30,11785.0,0
14899,8.0,1,58,1.0,5700,0,19435.0,0
14900,3.0,1,76,1.0,1242,0,7673.833333333333,0
14901,7.0,1,36,1.0,1170,0,14399.166666666666,0
14902,9.0,1,55,1.0,1068,0,14406.333333333334,0
14903,7.0,1,50,3.0,2280,60,17180.0,0
14904,7.5,1,44,1.0,0,0,17329.166666666668,0
14905,5.0,1,33,2.0,990,0,12831.666666666666,0
14906,4.0,1,50,2.0,924,0,12831.666666666666,0
14907,3.5,1,31,3.0,2220,60,16894.333333333332,0
14908,3.0,2,55,1.0,2100,1800,16244.833333333334,0
14909,9.5,1,44,1.0,6000,0,39578.166666666664,0
14911,3.0,2,62,2.0,1200,1200,12701.5,0
14913,3.5,2,34,4.0,7488,3180,39919.833333333336,0
14914,6.0,1,44,3.0,12000,0,33567.333333333336,0
14915,5.0,2,76,1.0,2400,1680,58138.666666666664,0
14916,7.0,1,42,1.0,5400,0,18671.666666666668,0
14917,3.5,2,53,4.0,15600,1596,52886.666666666664,1
14919,4.5,1,26,3.0,18000,1920,59468.833333333336,1
14922,2.0,1,54,1.0,4200,0,23903.333333333332,1
14923,10.0,1,50,2.0,8202,0,33937.666666666664,1
14924,6.0,1,36,2.0,6000,0,12506.833333333334,1
14925,4.0,1,52,2.0,0,366,12750.833333333334,1
14926,7.0,1,69,2.0,6126,0,18874.333333333332,1
14928,3.0,1,39,2.0,3000,0,11409.833333333334,1
14929,2.0,1,55,2.0,6000,0,24040.333333333332,1
14930,1.0,1,77,1.0,1560,0,7282.666666666667,1
14932,7.0,1,38,2.0,0,0,17944.5,1
14933,7.0,2,65,2.0,4200,0,37592.666666666664,1
14934,5.0,1,45,2.0,9600,1800,44857.333333333336,1
14935,3.0,1,22,3.0,15000,1200,46550.0,1
14936,5.5,2,58,3.0,13800,2400,48361.666666666664,1
14938,2.0,1,65,3.0,7800,0,33848.333333333336,1
14940,7.0,2,48,4.0,14400,4800,37328.666666666664,1
14941,5.0,1,39,2.0,12600,1800,26874.0,1
14943,2.5,2,38,4.0,25800,2400,29950.333333333332,1
14944,9.0,2,67,1.0,6300,0,25414.833333333332,1
14945,4.0,1,23,1.0,2550,0,15306.5,1
14946,5.0,1,34,3.0,6960,0,17719.166666666668,1
14947,7.0,1,42,2.0,6000,0,23448.166666666668,1
14948,5.0,1,38,2.0,10200,0,40747.833333333336,1
14949,5.5,1,67,2.0,1500,0,10198.0,1
14950,6.0,1,35,1.0,12000,0,28455.666666666668,1
14951,3.5,1,23,2.0,2400,0,15502.333333333334,1
14952,7.0,1,47,1.0,8910,0,35740.666666666664,1
14953,6.0,1,66,2.0,13032,0,43267.166666666664,1
14954,6.0,1,64,3.0,8466,0,47025.333333333336,1
14955,7.0,1,50,2.0,8916,0,36538.666666666664,1
14956,6.0,1,35,2.0,6498,0,20100.0,1
14957,2.0,1,53,1.0,7800,0,19122.0,1
14958,4.0,1,29,3.0,7800,0,18723.333333333332,1
14959,3.0,1,33,2.0,10800,0,11920.833333333334,1
14960,4.0,1,39,2.0,8670,0,33532.666666666664,1
14961,5.0,1,26,1.0,4548,0,15280.5,1
14962,3.0,1,56,1.0,7440,0,14546.666666666666,1
14963,5.5,1,33,2.0,10800,0,21854.666666666668,1
14964,3.0,1,26,2.0,2700,0,16442.166666666668,1
14965,4.0,2,68,1.0,18000,0,36051.666666666664,1
14966,8.0,1,61,3.0,19800,0,45218.333333333336,1
14967,8.0,1,49,2.0,5700,0,34758.0,1
14968,4.0,1,49,2.0,18000,0,53399.0,1
14969,1.0,1,36,2.0,1800,0,10539.166666666666,1
14970,3.5,1,33,2.0,9600,420,22702.0,1
14971,3.0,1,37,4.0,10800,1020,42616.666666666664,1
14972,2.0,2,68,2.0,12600,1620,33741.666666666664,1
14973,4.5,2,52,2.0,13200,1020,26728.0,1
14974,3.0,1,38,1.0,8400,900,25716.333333333332,1
14975,1.0,2,52,1.0,9000,600,14849.666666666666,1
14976,3.0,1,65,1.0,10800,0,26721.333333333332,1
14977,4.0,1,40,2.0,15000,3000,39519.666666666664,1
14978,5.0,1,32,2.0,4800,2100,37630.666666666664,1
14979,2.0,1,44,2.0,3000,840,24249.666666666668,1
14980,3.0,1,49,2.0,13668,450,22137.5,1
14981,6.0,1,44,1.0,0,900,15606.0,1
14982,3.0,1,23,2.0,3432,600,28606.0,1
14983,7.0,1,67,1.0,18600,0,54131.666666666664,1
14984,3.0,1,59,4.0,29400,3900,52802.666666666664,1
14985,7.0,1,39,3.0,16560,0,41435.666666666664,1
14986,1.0,1,54,1.0,0,0,10623.333333333334,1
14987,2.0,1,76,1.0,15600,2400,44937.833333333336,1
14988,6.0,1,41,2.0,7200,0,35184.333333333336,1
14989,3.0,2,30,2.0,6750,0,24343.333333333332,1
14990,7.0,1,51,2.0,12000,0,41809.333333333336,1
14991,5.0,1,32,2.0,4506,0,18632.0,1
14992,6.5,1,56,1.0,10998,0,31441.666666666668,1
14993,3.0,2,65,1.0,12000,0,31727.166666666668,1
14994,5.0,1,29,2.0,2100,0,9754.333333333334,1
14995,7.0,1,41,2.0,19800,0,25408.833333333332,1
14996,4.0,1,29,2.0,7200,0,21277.166666666668,1
14997,4.0,1,31,2.0,2700,0,8258.333333333334,1
14998,11.5,2,52,2.0,13200,0,41704.333333333336,1
14999,3.0,1,53,3.0,16200,0,27001.666666666668,1
15000,8.5,2,57,2.0,9600,0,27717.666666666668,1
15001,6.5,1,35,2.0,2700,0,19403.0,1
15002,7.5,1,40,1.0,3000,0,23188.333333333332,1
15003,3.0,2,54,1.0,2682,0,14329.166666666666,1
15004,6.0,1,35,2.0,10218,5040,58061.333333333336,1
15005,4.0,1,30,3.0,6000,3600,22744.333333333332,1
15006,6.0,1,56,1.0,30408,7200,53620.666666666664,1
15007,3.0,1,27,2.0,3018,3600,20447.166666666668,1
15009,3.0,2,51,1.0,6036,3708,23266.666666666668,1
15010,9.0,1,68,1.0,12600,600,53721.166666666664,1
15011,4.0,1,75,1.0,8400,2460,15751.333333333334,1
15013,4.0,2,59,1.0,13488,0,26325.0,1
15014,2.5,1,27,2.0,3900,0,18041.333333333332,1
15015,3.0,1,52,2.0,11274,2400,37692.166666666664,1
15016,9.0,1,45,2.0,6900,0,16749.666666666668,1
15017,4.0,1,29,2.0,4818,0,17570.0,1
15018,6.0,1,70,1.0,7800,4800,32195.166666666668,1
15019,3.0,1,60,1.0,6120,0,17064.0,1
15021,6.0,1,47,2.0,10308,2916,50945.5,1
15023,4.0,2,64,1.0,3180,0,24744.666666666668,1
